,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
32,57203386946; 57746676400; 57746676500; 57747325200; 55657281000,Pathways: Exploring Academic Interests with Historical Course Enrollment Records,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,222,233,11.0,2,10.1145/3491140.3528270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132134262&doi=10.1145%2f3491140.3528270&partnerID=40&md5=68abe4548c29ec018896d221dddc7747,Conference paper,Final,,Scopus,2-s2.0-85132134262,Youjie,Chen,57203386946,Annie,Fu,57746676400,Jennifer Jia-Ling,Lee,57746676500,Ian Wilkie,Tomasik,57747325200,René F.,Kizilcec,55657281000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,57202432695; 35183234600,Student Use of Course Reviews at Scale,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,422,426,4.0,1,10.1145/3491140.3528332,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132156293&doi=10.1145%2f3491140.3528332&partnerID=40&md5=c5be8f7aaeb2b65c1e2e5bc28655cfba,Conference paper,Final,,Scopus,2-s2.0-85132156293,Bobbie L.,Eicher,57202432695,David A.,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,57219052527; 27368031300; 57215930238; 7006420326; 8549413500,"Incorporating Training, Self-monitoring and AI-Assistance to Improve Peer Feedback Quality",2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,35,47,12.0,7,10.1145/3491140.3528265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130624218&doi=10.1145%2f3491140.3528265&partnerID=40&md5=973261011555394fb9182ed693c8cd6b,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85130624218,Ali,Darvishi,57219052527,Hassan,Khosravi,27368031300,Solmaz,Abdi,57215930238,Shazia,Sadiq,7006420326,Dragan,Gašević,8549413500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35184076100; 57746701500; 57748316300; 57193406317; 6603479539; 57148138000,Teaching and Learning Programming with Linux using In-Browser Client-Side Web Technologies: Exploring the Key Features for Achieving Systems and Tools Scalability,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,427,430,3.0,0,10.1145/3491140.3528295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132180236&doi=10.1145%2f3491140.3528295&partnerID=40&md5=340593c6c41e9ad975552e41e4a32a99,Conference paper,Final,,Scopus,2-s2.0-85132180236,Rémi,Sharrock,35184076100,Ewen,Collin,57746701500,Thibaud,Labat,57748316300,Ella,Hamonic,57193406317,Petra,Bonfert-Taylor,6603479539,Michael,Goudzwaard,57148138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,57748962700; 57193578627,Adding a Demographic Lens to Cluster Analysis of Participants in Entry-level Massive Open Online Courses (MOOCs),2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,355,359,4.0,1,10.1145/3491140.3528306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132160939&doi=10.1145%2f3491140.3528306&partnerID=40&md5=330e026795072751d6f2d6f1c549fa00,Conference paper,Final,,Scopus,2-s2.0-85132160939,Michael,Meaney,57748962700,Tom,Fikes,57193578627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,57747638300; 57219405608; 57211588358; 6701798072,Providing Individual Student Feedback at Scale for Mathematical Disciplines,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,400,404,4.0,1,10.1145/3491140.3528313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132173153&doi=10.1145%2f3491140.3528313&partnerID=40&md5=a2654cfc674ba83f99f3f7ee74d8442a,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132173153,Robert,Stanyon,57747638300,Austin A.,Tomlinson,57219405608,Manjinder,Kainth,57211588358,Nicola K.,Wilkin,6701798072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,57145946000; 15758786800; 14047887300; 9269552700; 27368031300,Learnersourcing: Student-generated Content@Scale,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,259,262,3.0,5,10.1145/3491140.3528286,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132161627&doi=10.1145%2f3491140.3528286&partnerID=40&md5=2cf77c48f6687e77fb05582db29e9210,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132161627,Steven,Moore,57145946000,John,Stamper,15758786800,Christopher,Brooks,14047887300,Paul,Denny,9269552700,Hassan,Khosravi,27368031300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,56144824600; 42062446600; 55577203900,Learning at scale 2017 preface,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,iii,vi,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018434372&partnerID=40&md5=8ff85bd7cc86a2bb74ea1d2ed687ee63,Editorial,Final,,Scopus,2-s2.0-85018434372,Justin,Reich,56144824600,Candace,Thille,42062446600,Claudia,Urrea,55577203900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,56427427600; 57748637800; 57189640527; 6602750503,Millions and Billions of Views: Understanding Popular Science and Knowledge Communication on Video-Sharing Platforms,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,163,174,11.0,3,10.1145/3491140.3528279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132155186&doi=10.1145%2f3491140.3528279&partnerID=40&md5=c14c618d1fc7cced01d101b7cb2c56a2,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132155186,Haijun,Xia,56427427600,Hui Xin,Ng,57748637800,Zhutian,Chen,57189640527,James,Hollan,6602750503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,57209041720; 57219710532; 57374501100; 57478488200,Influential Text-Based Features in Predicting Admission Status of Online Degree Applicants,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,360,363,3.0,0,10.1145/3491140.3528318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132154652&doi=10.1145%2f3491140.3528318&partnerID=40&md5=0362fbe4fd4c2e94274307ace1cad532,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132154652,Farahnaz,Soleimani,57209041720,Jeonghyun,Lee,57219710532,Meryem,Yilmaz Soylu,57374501100,Saurabh,Chatterjee,57478488200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,57215928305; 27368031300; 57215930238; 8366424900; 7006420326,Incorporating Explainable Learning Analytics to Assist Educators with Identifying Students in Need of Attention,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,384,388,4.0,1,10.1145/3491140.3528292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132140667&doi=10.1145%2f3491140.3528292&partnerID=40&md5=45e734f226632d3e40722379b0c8efe1,Conference paper,Final,,Scopus,2-s2.0-85132140667,Shiva,Shabaninejad,57215928305,Hassan,Khosravi,27368031300,Solmaz,Abdi,57215930238,Marta,Indulska,8366424900,Shazia,Sadiq,7006420326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,56763614900; 56597582100; 16643145000; 7403343284,"Pass the idea please: The relationship between network position, direct engagement, and course performance in MOOCs",2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,295,298,3.0,16,10.1145/3051457.3054008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018423256&doi=10.1145%2f3051457.3054008&partnerID=40&md5=332e39ac24045cb6e0c4a59449da107a,Conference paper,Final,,Scopus,2-s2.0-85018423256,Stacey L.,Houstonii,56763614900,Katherine,Brady,56597582100,Gayathri,Narasimham,16643145000,Douglas,Fisher,7403343284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,55657281000; 57746701700; 57221912395,Effects of Framing Professional Development as a Career Growth Opportunity on Course Completion,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,335,339,4.0,0,10.1145/3491140.3528304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132145399&doi=10.1145%2f3491140.3528304&partnerID=40&md5=6e56ab9f247dcc23f3f55470f341eb59,Conference paper,Final,,Scopus,2-s2.0-85132145399,René F.,Kizilcec,55657281000,Jennifer A.,Mimno,57746701700,Andrew J.,Karhan,57221912395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,57747638500; 57190013027,Exploring the Relationships between Social and Teaching Presence in Video-based Informal Learning Using Network Analysis,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,340,344,4.0,2,10.1145/3491140.3528316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132178778&doi=10.1145%2f3491140.3528316&partnerID=40&md5=413bdf342f496f70a0be79e647590112,Conference paper,Final,,Scopus,2-s2.0-85132178778,Xiuyu,Chen,57747638500,Shihui,Feng,57190013027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,34770699900; 57194430378; 57218310697; 57218312336,Discrimination of Automatically Generated Questions Used as Formative Practice,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,325,329,4.0,5,10.1145/3491140.3528323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132209642&doi=10.1145%2f3491140.3528323&partnerID=40&md5=30990903665ad3f1ee175158c234cb6c,Conference paper,Final,,Scopus,2-s2.0-85132209642,Benny G.,Johnson,34770699900,Jeffrey S.,Dittel,57194430378,Rachel,Van Campenhout,57218310697,Bill,Jerome,57218312336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,57219667773; 57747667300; 7402349007,Comparing MOOC Learners Engagement with Japanese Videos and Text to Speech Generated English Videos,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,317,320,3.0,1,10.1145/3491140.3528302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132208553&doi=10.1145%2f3491140.3528302&partnerID=40&md5=c653ef8a6772675f391c0b962aa78d08,Conference paper,Final,,Scopus,2-s2.0-85132208553,Sasipa,Boonyubol,57219667773,Shahriar,Kabir,57747667300,Jeffrey Scott,Cross,7402349007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,57220789724; 57748641100,Learning Alone Yet Together: Enhancing Between-Learner Social Connectivity at Scale,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,374,378,4.0,1,10.1145/3491140.3528294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132153632&doi=10.1145%2f3491140.3528294&partnerID=40&md5=a61888cb5274d617616ff470aa992901,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132153632,Bo,Yang,57220789724,Huyang,He,57748641100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,57748614200; 57746993400; 57189075337; 57391369900; 6603678234,Development of Scenario-based Mentor Lessons: An Iterative Design Process for Training at Scale,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,469,471,2.0,2,10.1145/3491140.3528262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132133985&doi=10.1145%2f3491140.3528262&partnerID=40&md5=d22bea344e3ec4b2e9c7c6cdc951176a,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132133985,Danielle R.,Chine,57748614200,Pallavi,Chhabra,57746993400,Adetunji,Adeniran,57189075337,Shivang,Gupta,57391369900,Kenneth R.,Koedinger,6603678234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,55892530500; 6701471749; 6603705526; 7007021839,Using student annotated hashtags and emojis to collect nuanced affective states,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,319,322,3.0,12,10.1145/3051457.3054014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018437373&doi=10.1145%2f3051457.3054014&partnerID=40&md5=9e970909c87f5fe38c51868acfe74858,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018437373,Amy X.,Zhang,55892530500,Michele,Igo,6701471749,Marc,Facciotti,6603705526,David,Karger,7007021839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,57001542000; 57194044497; 57194043854; 57194043802; 55496964900,Data-driven feedback generator for online programing courses,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,257,260,3.0,13,10.1145/3051457.3053999,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018436047&doi=10.1145%2f3051457.3053999&partnerID=40&md5=e3f1b63f633b11dea95a0e0c502ff8c9,Conference paper,Final,,Scopus,2-s2.0-85018436047,Ke,Wang,57001542000,Benjamin,Lin,57194044497,Bjorn,Rettig,57194043854,Paul,Pardi,57194043802,Rishabh,Singh,55496964900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,57223128215; 57574366100; 57574710200; 57205283169; 14029922900; 56242668800,When Gamification Spoils Your Learning: A Qualitative Case Study of Gamification Misuse in a Language-Learning App,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,175,188,13.0,3,10.1145/3491140.3528274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132190149&doi=10.1145%2f3491140.3528274&partnerID=40&md5=a2e19fa16249dddf7e6f53218151c91a,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132190149,Reza,Hadi Mogavi,57223128215,Bingcan,Guo,57574366100,Yuanhao,Zhang,57574710200,Ehsan-Ul,Haq,57205283169,Pan,Hui,14029922900,Xiaojuan,Ma,56242668800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,56534256300; 57209368772; 55314411800; 23393086500; 7202710483,Math Discourse Linguistic Components (Cohesive Cues within a Math Discussion Board Discourse),2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,389,394,5.0,2,10.1145/3491140.3528320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132150090&doi=10.1145%2f3491140.3528320&partnerID=40&md5=ee8e7c1a98f0d10fd2887e924c4cacab,Conference paper,Final,,Scopus,2-s2.0-85132150090,Michelle,Banawan,56534256300,Jinnie,Shin,57209368772,Renu,Balyan,55314411800,Walter L.,Leite,23393086500,Danielle S.,McNamara,7202710483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7005219969; 37111011800,Advancing the Democratization of Research: Citizen Science,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,280,283,3.0,1,10.1145/3491140.3528308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132166021&doi=10.1145%2f3491140.3528308&partnerID=40&md5=634366d98bd4084e3ff7876e57bb08d7,Conference paper,Final,,Scopus,2-s2.0-85132166021,Eileen,Scanlon,7005219969,Christothea,Herodotou,37111011800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,57747321600; 57213149571; 55875818700; 56893094500,Amazon Alexa Skills as a Novel Modality for In-service Professional Micro-Development (WIP),2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,284,288,4.0,0,10.1145/3491140.3528314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132179119&doi=10.1145%2f3491140.3528314&partnerID=40&md5=0750e04440353187f0faa93e296529ef,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132179119,Andey,Robins,57747321600,Tiffany,Hunt,57213149571,Dana,Robertson,55875818700,Richard,Carter,56893094500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57748294000; 7003266859; 58446967400,"A Scenario-based Exploration of Expected Usefulness, Privacy Concerns, and Adoption Likelihood of Learning Analytics",2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,48,59,11.0,0,10.1145/3491140.3528271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132174586&doi=10.1145%2f3491140.3528271&partnerID=40&md5=54d1790eb6db9727e1e5da2139e1c452,Conference paper,Final,,Scopus,2-s2.0-85132174586,Xiaotian Vivian,Li,57748294000,Mary Beth,Rosson,7003266859,Jenay,Robert,58446967400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57194034922; 57194040383; 36710817100,Criteria for video engagement in a biology MOOC,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,291,294,3.0,6,10.1145/3051457.3054007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018426350&doi=10.1145%2f3051457.3054007&partnerID=40&md5=e4c68218dfe38d6c37c26ed36dce5cef,Conference paper,Final,,Scopus,2-s2.0-85018426350,Sera,Thornton,57194034922,Ceri,Riley,57194040383,Mary Ellen,Wiltrout,36710817100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,57224625901; 55142243300; 7406514710,Using NLP to Quantify Program Decomposition in CS1,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,113,120,7.0,5,10.1145/3491140.3528272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132168041&doi=10.1145%2f3491140.3528272&partnerID=40&md5=438c22cbde8902e90f7920e9f2fa09cf,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132168041,Charis,Charitsis,57224625901,Chris,Piech,55142243300,John C.,Mitchell,7406514710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,57208421439; 55983407600,Revealing Factors Influencing Students' Perceived Fairness: A Case with a Predictive System for Math Learning,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,409,412,3.0,2,10.1145/3491140.3528293,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131592027&doi=10.1145%2f3491140.3528293&partnerID=40&md5=db407da0c07e9c5823d2066b20f79a2f,Conference paper,Final,,Scopus,2-s2.0-85131592027,Chenglu,Li,57208421439,Wanli,Xing,55983407600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,58376758800; 23492963300,(A)I Will Teach You to Play Gomoku: Exploring the Use of Game AI to Teach People,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,263,266,3.0,1,10.1145/3491140.3528331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132205334&doi=10.1145%2f3491140.3528331&partnerID=40&md5=3f092d22e7b57c9727285adb1c0d323e,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132205334,Qiao,Zhang,58376758800,Christopher J.,MacLellan,23492963300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,57219053429; 6507192872; 55663517700; 9270541300,Towards a Teacher Application to Support Semantic Annotations of Learning Tasks in Cultural Heritage,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,436,440,4.0,1,10.1145/3491140.3528335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132158481&doi=10.1145%2f3491140.3528335&partnerID=40&md5=cdb384f231f26c8cfe616e43d0c4424b,Conference paper,Final,,Scopus,2-s2.0-85132158481,Pablo,García-Zarza,57219053429,Miguel L.,Bote-Lorenzo,6507192872,Guillermo,Vega-Gorgojo,55663517700,Juan I.,Asensio-Pérez,9270541300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,57194035737; 36867775200; 6602243123,Do performance trends suggest wide-spread collaborative cheating on asynchronous exams?,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,111,120,9.0,24,10.1145/3051457.3051465,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018443387&doi=10.1145%2f3051457.3051465&partnerID=40&md5=95995c8db54482ba3b0690c2c26aef82,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85018443387,Binglin,Chen,57194035737,Matthew,West,36867775200,Craig,Zilles,6602243123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,57204538687; 57484057200; 57748933400; 36867775200; 6602243123,"Achieving ""A's for All (as Time and Interest Allow)""",2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,255,258,3.0,5,10.1145/3491140.3528289,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132207909&doi=10.1145%2f3491140.3528289&partnerID=40&md5=4b6c49c44eae78462dc30cf6eb9723e7,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132207909,Dan,Garcia,57204538687,Connor,McMahon,57484057200,Yuan,Garcia,57748933400,Matthew,West,36867775200,Craig,Zilles,6602243123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,57748962700,"Designing and Building Inclusive, Entry-level Massive Open Online Courses (MOOCs): Perspectives from Producers",2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,189,199,10.0,0,10.1145/3491140.3528281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132140289&doi=10.1145%2f3491140.3528281&partnerID=40&md5=b74696d986eed4bf891ad8f32175f460,Conference paper,Final,,Scopus,2-s2.0-85132140289,Michael Joseph,Meaney,57748962700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,8986671900,Collaborative Annotation: Links to Formative Assessment and Issues of Scale for Pedagogy,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,313,316,3.0,1,10.1145/3491140.3528322,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132188463&doi=10.1145%2f3491140.3528322&partnerID=40&md5=205cbd19b99d2b725c3e5e42eb3c07bb,Conference paper,Final,,Scopus,2-s2.0-85132188463,Gavin,Porter,8986671900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,55657281000; 7403213861; 15050959300,L@S 2022 Chairs Welcome,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,III,V,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132161480&partnerID=40&md5=67f2dd3253dbd37fd72e1093b0471a0f,Editorial,Final,,Scopus,2-s2.0-85132161480,René F.,Kizilcec,55657281000,Katie,Davis,7403213861,Xavier,Ochoa,15050959300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,35796839400; 57194028967; 6602396756; 8912010400,Orchestration graphs: Enabling rich social pedagogical scenarios in MOOCs,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,261,264,3.0,12,10.1145/3051457.3054000,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018446417&doi=10.1145%2f3051457.3054000&partnerID=40&md5=2c1062f5997ab543c566408ab2c9cfcb,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018446417,Stian,Håklev,35796839400,Louis,Faucon,57194028967,Thanasis,Hadzilacos,6602396756,Pierre,Dillenbourg,8912010400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,57224642578; 55657281000,Large-scale Analysis of Discussion Networks in College Courses,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,456,460,4.0,0,10.1145/3491140.3528321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132176333&doi=10.1145%2f3491140.3528321&partnerID=40&md5=c1261163aaa834c940c7531a1d509714,Conference paper,Final,,Scopus,2-s2.0-85132176333,Kimberly,Williamson,57224642578,René F.,Kizilcec,55657281000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,15849923300; 7005959715,Seeking Exemplars in the Wild: Exploring How Students Find Design Examples to Support Personalized Learning,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,418,421,3.0,0,10.1145/3491140.3528303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132162808&doi=10.1145%2f3491140.3528303&partnerID=40&md5=2ea42cbc54c9c1bea392b420594658bd,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132162808,Yu-Chun Grace,Yen,15849923300,Steven P.,Dow,7005959715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,57747666600; 16238467300,Scaling Up Access to the Hidden Curriculum: A Design Methodology for Creating Undergraduate Mentoring Guides,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,413,417,4.0,0,10.1145/3491140.3528296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132155959&doi=10.1145%2f3491140.3528296&partnerID=40&md5=4474221394e0d05cc572e8d71b60f6ee,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132155959,Kendall,Nakai,57747666600,Philip J.,Guo,16238467300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
